24485,* MOFid-v1.NA.NAno_mof;24485,NA.MISSING_LINKERS.MOFkey-v1
24866,[O-]C(=O)c1c2ccc(c(c2c(c2c1cccc2O)C(=O)[O-])O)O.[O-]C(=O)c1cc(O)c2c(c1O)ccc(c2O)C(=O)[O-].[Zn][Zn] MOFid-v1.sql.cat0;24866,Zn.IFNNKVYJFJTEDX.JMSWWXICVSPZNA.MOFkey-v1.sql
24867,OC1=N[CH]C2=CC(=N[CH]C2=C1)O.[O-]C(=O)C1=C(O)c2c(C=[C]1)c(O)c(cc2O)C(=O)[O-].[O-]C(=O)c1c2[C]=C[C]=[C]c2c(c2c1cccc2O)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24867,Zn.AWAZWJRAGIUQNJ.IUUJQQMFYDHJKJ.NXFKRWYHSLNRAW.MOFkey-v1.pcu
24868,N#Cc1cc2cc3c1cc(cc3)N1[C]c3ccc([C][N]C1([O])[O])c1c(c4c5[C]N2C([O])([O])[N][C]c(cc5)c4c(c31)C(=O)[O-])C(=O)[O-].N#Cc1nc(C#N)c2c(c1C#N)c(C#N)ncc2C#N.[Zn][Zn] MOFid-v1.ERROR.cat0;24868,Zn.AOOUPURGMZVLKS.CMQOEKCDFSPKSP.MOFkey-v1.ERROR
24869,N#Cc1ncc2c(c1)cnc(c2C#N)C#N.[Zn][Zn] MOFid-v1.sql,ERROR.cat0;24869,Zn.OYGZQWQQRBCYIX.MOFkey-v1.sql
2487,Nc1cc(C(=O)[O-])c(cc1C#Cc1c(N)cc(cc1N)C(=O)[O-])N.Nc1cc(c(cc1c1cc(N)c(cc1N)C(=O)[O-])N)c1c(N)cc(c(c1N)N)C(=O)[O-].Nc1cc(ccc1c1ccc(cc1)C(=O)[O-])c1c(N)c(N)c(c(c1N)N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;2487,Zn.GIOQJVPJFGAYCZ.IWKNDSGKIMXFAV.QDUOQKAATOKJHB.MOFkey-v1.pcu
24870,N#Cc1cc(C(=O)[O-])c(c2c1c(C#N)c(cc2)C(=O)[O-])C#N.[Zn][Zn] MOFid-v1.pcu.cat0;24870,Zn.XTSLCDFTDYAZOA.MOFkey-v1.pcu
24871,N#Cc1c(C(=O)[O-])c(C#N)c2c(c1C#N)c(C#N)c(cc2C#N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24871,Zn.JXPIQELWUYLMBK.MOFkey-v1.pcu
24872,* MOFid-v1.NA.NA;24872,
24873,CCOC1=[N]=C(c2c([CH]1)cncc2)O[CH2].CCOc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)O[CH2].CCOc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[Zn][Zn] MOFid-v1.pcu.cat0;24873,Zn.DEZYHIVRMHFSFE.LXNDKTTZNLWLAB.PGDGERIDWGASAJ.MOFkey-v1.pcu
24874,[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[Zn][Zn].c1ccc2c(c1)nccn2 MOFid-v1.pcu.cat0;24874,Zn.ABMFBCRYHDZLRD.FDFGHPKPHFUHBP.XSCHRSMBECNVNS.MOFkey-v1.pcu
24875,FOC(=O)c1c2[C]=C(F)C(=[C]c2c(c(c1F)F)C(=O)OF)F.Fc1cc2c(C(=O)[O-])c(F)cc(c2cc1F)C(=O)[O-].Fc1cc2nc3ccc(c(c3nc2c(c1F)F)F)F.[Zn][Zn] MOFid-v1.pcu.cat0;24875,Zn.LWQOYZYMAUTGCU.SPWMMMCVMAQPIX.ZLEGOXINAXKKIJ.MOFkey-v1.pcu
24876,FOC(=O)c1c(F)c(F)c(c2c1[C]=CC(=[C]2)F)C(=O)OF.Fc1c(F)c(F)c(c2c1nc1cccc(c1n2)F)F.[O-]C(=O)c1c(F)c(F)c(c2c1c(F)ccc2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24876,Zn.DGXOQUFGVAVURB.SYGYIRNKWFHYFH.VWHHEKXMIUOYDM.MOFkey-v1.pcu
24877,ClOC(=O)c1ccc(c2c1[C]=C(Cl)C(=[C]2)Cl)C(=O)OCl.Clc1cc(Cl)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(Cl)ccc1.Clc1nc2ccccc2nc1Cl.[Zn][Zn] MOFid-v1.pcu.cat0;24877,Zn.QNUCMIFHJTWSGQ.SPSSDDOTEZKOOV.UMFNUNSRAHFYCV.MOFkey-v1.pcu
24878,BrC1=[C]c2c([C]=C1)nc(cn2)Br.[Zn][Zn] MOFid-v1.hms,ERROR.cat0;24878,Zn.JHDZBCZQCJLPEP.MOFkey-v1.hms
24879,Brc1cc2nc3C=CC=[C]c3nc2cc1Br.[Zn][Zn] MOFid-v1.pcu,sql.cat0;24879,Zn.JMCPPFBGZZECAI.MOFkey-v1.pcu
2488,Nc1cc(C(=O)[O-])c(cc1C#Cc1c(N)cc(cc1N)C(=O)[O-])N.Nc1cc(c(cc1c1cc(N)c(cc1N)C(=O)[O-])N)c1c(N)cc(c(c1N)N)C(=O)[O-].Nc1cc(ccc1c1ccc(cc1)C(=O)[O-])c1c(N)c(N)c(c(c1N)N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;2488,Zn.GIOQJVPJFGAYCZ.IWKNDSGKIMXFAV.QDUOQKAATOKJHB.MOFkey-v1.pcu
24880,BrC1=[C]c2c(C(=[C]1)Br)c(C(=O)[O-])c1=[C][C]=CC=c1c2C(=O)[O-].Brc1cc2nccnc2cc1Br.Brc1ccc2c(c1)c(ccc2C(Br)([O])[O])C(Br)([O])[O].[Zn][Zn] MOFid-v1.pcu,ERROR.cat0;24880,Zn.BPXXYFVXRCVWKM.IMBLNWOVBWLSRJ.UYFYNKCGCHMTQG.MOFkey-v1.pcu
24881,Cc1ccc2c(c1)nc1c(n2)cc(cc1)C.[O-]C(=O)c1c(C)c(C)c(c2c1c(C)ccc2C)C(=O)[O-].[O][C]c1ccc(c2c1c(C)ccc2)C(=O)[O-].[O].[Zn][Zn] MOFid-v1.pcu.cat0;24881,Zn.DWJXHABPWZGJFJ.OCQIZAFYROYOKH.YLJWIUXNOHWCTK.MOFkey-v1.pcu
24882,Cc1ccc2c(c1)nc1c(n2)c(C)c(c(c1)C)C.[O-]C(=O)c1c(C)cc(c2c1cccc2C)C(=O)[O-].[O][C]c1c(C)cc(c2c1c(C)c(cc2)C)C(=O)[O-].[O].[Zn][Zn] MOFid-v1.pcu.cat0;24882,Zn.FVCLUSUWNWFRGH.JOUZXFKGDZVZTP.SCOHSAYQUMODTR.MOFkey-v1.pcu
24883,Cc1cc2c(cc1C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)ccc1.Cc1ccc2c(c1)ncc(n2)C.[O][C]c1ccc(c2c1c(C)cc(c2C)C)[C][O].[O].[O].[Zn][Zn] MOFid-v1.pcu.cat0;24883,Zn.DJDXOUJCKPCGIY.SOQSYPXEUMFRPU.ZGQZAPUMCGWPKT.MOFkey-v1.pcu
24884,* MOFid-v1.NA.NAno_mof;24884,NA.MISSING_LINKERS.MOFkey-v1
24885,* MOFid-v1.NA.NA;24885,
24886,Nc1cc(N)c2c(c1N)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1N.Nc1cc2nc3c(nc2cc1N)cc(c(c3N)N)N.O=C1O[NH2]c2c3c1cc(N)c(c3c(c(c2N)N)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24886,Zn.DSPFAAKKYUSJGH.DZXOJUOJGLPVNA.POKJTWZKGUCXST.MOFkey-v1.pcu
24887,* MOFid-v1.NA.NAno_mof;24887,NA.MISSING_LINKERS.MOFkey-v1
24889,* MOFid-v1.NA.NA;24889,
2489,Nc1cc(C(=O)[O-])c(cc1C#Cc1c(N)cc(cc1N)C(=O)[O-])N.Nc1cc(c(cc1c1cc(N)c(cc1N)C(=O)[O-])N)c1c(N)cc(c(c1N)N)C(=O)[O-].Nc1cc(ccc1c1ccc(cc1)C(=O)[O-])c1c(N)c(N)c(c(c1N)N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;2489,Zn.GIOQJVPJFGAYCZ.IWKNDSGKIMXFAV.QDUOQKAATOKJHB.MOFkey-v1.pcu
24890,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-].[Zn][Zn].c1ncc2c(c1)ccc1c2cccn1 MOFid-v1.pcu.cat0;24890,Zn.CHTLVASIXCFOHC.HXRRPPRLOGSPCN.KKEYFWRCBNTPAC.MOFkey-v1.pcu
24891,FC1=C(F)[C]=c2c(=N1)cc(F)c1c2[C]=NC=C1.[O-]C(=O)C1=CC=c2c(=[C]1)c1=[C]C=CC(=c1c(c2)F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24891,Zn.UADSSNHCANRDCM.YISSVXJLIHIDJR.YUWKPDBHJFNMAD.MOFkey-v1.pcu
24892,FC1=[C]c2c(C(=[C]1)C(=O)[O-])ccc1=C([C]=C([C]=c21)C(=O)[O-])F.Fc1nccnc1F.[O-]C(=O)C1=C[C]=C(C=[C]1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24892,Zn.IIOLEWRVDYKXAN.QXDTYDNMGUPGIH.XTWMJTRHEAAUFS.MOFkey-v1.pcu
24893,Fc1cncc(n1)F.[O-]C(=O)C1=C[C]=c2c(=C1)c1C(=[C]C=C(c1cc2F)C(=O)[O-])F.[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24893,Zn.KOAIURKUZGRJMM.LWKOWFVDUSZDRA.OBQPFSJBFYJSFA.MOFkey-v1.pcu
24894,Fc1cncc(n1)F.[O-]C(=O)C1=[C]c2c(C=C1)ccc1=C(C(=C([C]=c21)F)F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24894,Zn.BXGWLYJMVGEVRB.KOAIURKUZGRJMM.YUWKPDBHJFNMAD.MOFkey-v1.pcu
24895,Fc1cc(C(=O)[O-])c2c(c1)c1=C(F)C(=[C]C=c1cc2)C(=O)[O-].Fc1cncc(n1)F.[O-]C(=O)C1=CC=C(C(=[C]1)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24895,Zn.CNRMAZDIJYSDAR.KOAIURKUZGRJMM.QDUPUZQBXNJNBF.MOFkey-v1.pcu
24896,Clc1ncc(nc1)Cl.[O-]C(=O)C1=CC=C([C]=C1)C(=O)[O-].[O-]C(=O)C1=C[C]=c2c(=[C]1)c1[C]=[C][C]=C(c1c(c2)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24896,Zn.FGWFUPLOEOKLLD.JVSDZAGCHKCSGR.ZADCZYWRUSOQAZ.MOFkey-v1.pcu
24897,Clc1nc(Cl)c(nc1Cl)Cl.[O-]C(=O)C1=CC=c2c(=[C]1)c1[C]=CC=C(c1cc2Cl)C(=O)[O-].[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24897,Zn.BVVINMHCARGNLQ.LJUJMEBEACINIP.OSISQXHQGOYLNG.MOFkey-v1.pcu
24898,* MOFid-v1.NA.NAno_mof;24898,NA.MISSING_LINKERS.MOFkey-v1
24899,Clc1nccnc1Cl.[O-]C(=O)C1=C[C]=C(C(=[C]1)Cl)C(=O)[O-].[O-]C(=O)c1cc(Cl)c2c(c1)c1c(Cl)ccc(c1c(c2Cl)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24899,Zn.MLCNOCRGSBCAGH.PZENLGDLBLOBEV.XDJWFINWQMWZRU.MOFkey-v1.pcu
249,[O-]C(=O)C1=C(Cl)C=C([C]=C1)C1=[C]C(=C(C=[C]1)C(=O)[O-])Cl.[O-]C(=O)C1=CC=C([C]=C1)C1=[C]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl.[O-]C(=O)C1=C[C]=C(C=C1Cl)C1=[C]C(=C(C=[C]1)C(=O)[O-])Cl.[O-]C(=O)C1=C[C]=C([C]=C1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;249,Zn.MNWWWVFUBLTRLK.RFKUISMCSVGXPV.UCUFMFYOKKCJDQ.MOFkey-v1.pcu
2490,Nc1cc(c(cc1c1ccc(c(c1)N)C(=O)[O-])N)c1cc(N)c(c(c1N)N)C(=O)[O-].Nc1cc(ccc1C#Cc1ccc(cc1N)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1c(N)c(N)c(c(c1N)N)c1cc(N)c(cc1N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;2490,Zn.AUZNTAMZZRLPCT.KJPHNXDRFCQBNQ.MRSTZBNBRRUJMQ.MOFkey-v1.pcu
24900,ClC1=C2C(=[C]C3=C(C2=[C]C(=C1)C(=O)[O-])[C]=CC=C3C(=O)[O-])Cl.Clc1cncc(n1)Cl.[O-]C(=O)C1=[C]C(=C(C=[C]1)C(=O)[O-])Cl.[Zn][Zn] MOFid-v1.pcu.cat0;24900,Zn.AXANHWUBIMGTSH.LSEAAPGIZCDEEH.UWZAOGAANUMHLA.MOFkey-v1.pcu
24901,Brc1cnc(c(n1)Br)Br.[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24901,Zn.AFFKMXRQXKBNNL.KKEYFWRCBNTPAC.QPBGNSFASPVGTP.MOFkey-v1.pcu
24902,Brc1cnc(c(n1)Br)Br.[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24902,Zn.AFFKMXRQXKBNNL.KKEYFWRCBNTPAC.QPBGNSFASPVGTP.MOFkey-v1.pcu
24903,Brc1ncc(nc1)Br.[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24903,Zn.KIYKHEOWZLJZSB.KKEYFWRCBNTPAC.QPBGNSFASPVGTP.MOFkey-v1.pcu
24904,Brc1ncc(nc1)Br.[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;24904,Zn.KIYKHEOWZLJZSB.KKEYFWRCBNTPAC.QPBGNSFASPVGTP.MOFkey-v1.pcu
24905,Brc1cnccn1.[O-]C(=O)C1=CC=C(C(=[C]1)Br)C(=O)[O-].[O-]C(=O)c1cc(Br)c2c(c1)c1ccc(c(c1cc2Br)C(=O)[O-])Br.[Zn][Zn] MOFid-v1.pcu.cat0;24905,Zn.IJORLJQVUKVBAK.SYNYEGOBFJHIAZ.WGFCNCNTGOFBBF.MOFkey-v1.pcu
24906,BrC1=Cc2c(C(=[C]1)C(=O)[O-])ccc1=C[C]=C(C=c21)C(=O)[O-].Brc1cnc(c(n1)Br)Br.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24906,Zn.AFFKMXRQXKBNNL.KKEYFWRCBNTPAC.QSNVRDPUWIDTJJ.MOFkey-v1.pcu
24907,Brc1cnccn1.[O-]C(=O)C1=C(Br)[C]=C2C(=[C]1)C1=C(C=[C]2)C(=[C][C]=C1)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24907,Zn.KVUKOGOMBVJNLN.QPBGNSFASPVGTP.WGFCNCNTGOFBBF.MOFkey-v1.pcu
24908,Cc1cnccn1.[O-]C(=O)c1cc2c(cc1C)ccc1c2c(C)c(C)c(c1C(=O)[O-])C.[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24908,Zn.CAWHJQAVHZEVTJ.NNSLQBPWIIFWRT.UFMBOFGKHIXOTA.MOFkey-v1.pcu
24909,Cc1cnc(c(n1)C)C.[O-]C(=O)c1cc(C)c(c(c1C)C)C(=O)[O-].[O][C]c1ccc(c2c1c(C)cc1c2cc(c(c1)C)C(=O)[O-])C.[O].[Zn][Zn] MOFid-v1.pcu.cat0;24909,Zn.CDWKCHDTDBZJFI.IAEGWXHKWJGQAZ.NHSXODFQJIVWRJ.MOFkey-v1.pcu
2491,Nc1cc(c(cc1c1ccc(c(c1)N)C(=O)[O-])N)c1cc(N)c(c(c1N)N)C(=O)[O-].Nc1cc(ccc1C#Cc1ccc(cc1N)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1c(N)c(N)c(c(c1N)N)c1cc(N)c(cc1N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;2491,Zn.AUZNTAMZZRLPCT.KJPHNXDRFCQBNQ.MRSTZBNBRRUJMQ.MOFkey-v1.pcu
24910,Cc1cnc(c(n1)C)C.[O-]C(=O)c1cc(C)c2c(c1C)c1cccc(c1c(c2)C)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(C)c(C)cc(c1cc2C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24910,Zn.CRKBMQMNOLUULX.IAEGWXHKWJGQAZ.NGKKMPVFFWGBSG.MOFkey-v1.pcu
24911,Cc1cncc(n1)C.[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1cc(C)c(c(c1c(c2C)C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat0;24911,Zn.CVGDJVSFIXHTTK.HJFZAYHYIWGLNL.UFMBOFGKHIXOTA.MOFkey-v1.pcu
24912,* MOFid-v1.NA.NAno_mof;24912,NA.MISSING_LINKERS.MOFkey-v1
24913,CCc1cc(C(=O)[O-])c(c(c1C(=O)[O-])CC)CC.CCc1cnccn1.[O][C]c1cc2c3c(CC)cc(c(c3ccc2c(c1CC)[CH2])[C][O])CC.[O].[O].[Zn][Zn] MOFid-v1.pcu.cat0;24913,Zn.ABDBXTIURPPRIH.KVFIJIWMDBAGDP.VCVWZRJSIXQIEL.MOFkey-v1.pcu
24914,CCCC1=[C]C(=CC=C1C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24914,Zn.PMMUDMDAAOFABP.MOFkey-v1.pcu
24915,Nc1cc(C(=O)[O-])c2c(c1)c1c(cc2N)ccc(c1N)C(=O)[O-].Nc1nc(N)c(nc1N)N.[O-]C(=O)c1cc2c3cc(N)c(c(c3c(c(c2cc1N)N)N)C(=O)[O-])N.[Zn][Zn] MOFid-v1.pcu.cat0;24915,Zn.BLFHNSQIZCUTLB.FJDJNXJJQCIPEV.GGQXKGCVUMJOLX.MOFkey-v1.pcu
24916,Nc1cnc(c(n1)N)N.[O-]C(=O)c1cc(N)c(c(c1N)N)C(=O)[O-].[O-]C(=O)c1ccc2c3c1[NH2][NH2]c1c3c(c(c2N)N)c(cc1N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24916,Zn.ALOJQGYOHJAGOO.BGXDINKUVKNFDU.QWZAXHHWPCGGMZ.MOFkey-v1.pcu
24917,Nc1ncc(c2c1c1cccnc1c(c2N)N)N.[O-]C(=O)c1cc2c3c(N)ccc(c3ccc2c(c1N)N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24917,Zn.DCWAPJFBYMOMOB.GPNNOCMCNFXRAO.QCNDQLZCQCXFDO.MOFkey-v1.pcu
24918,Nc1cc(C(=O)[O-])c2c(c1)c1cc(ccc1cc2)C(=O)[O-].Nc1cnc(c(n1)N)N.[O-]C(=O)c1cc(N)c(c(c1N)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24918,Zn.ALOJQGYOHJAGOO.BGXDINKUVKNFDU.KJZDRYLZMRZOOJ.MOFkey-v1.pcu
24919,Nc1ncc(nc1)N.[O-]C(=O)c1cc2c3ccc(c(c3ccc2c(c1N)N)C(=O)[O-])N.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24919,Zn.AZSMRYOBGTVCKR.KKEYFWRCBNTPAC.NAGQVBPKIXKCAF.MOFkey-v1.pcu
2492,Nc1cc(c(cc1c1ccc(c(c1)N)C(=O)[O-])N)c1cc(N)c(c(c1N)N)C(=O)[O-].Nc1cc(ccc1C#Cc1ccc(cc1N)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1c(N)c(N)c(c(c1N)N)c1cc(N)c(cc1N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;2492,Zn.AUZNTAMZZRLPCT.KJPHNXDRFCQBNQ.MRSTZBNBRRUJMQ.MOFkey-v1.pcu
24920,* MOFid-v1.NA.NAno_mof;24920,NA.MISSING_LINKERS.MOFkey-v1
24921,Oc1cnccn1.[O-]C(=O)c1c(O)cc2c(c1O)c1cccc(c1cc2)C(=O)[O-].[O-]C(=O)c1cc(O)c2c(c1)c1cccc(c1cc2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24921,Zn.DDOLIKFHKLHYMQ.HUTNOYOBQPAKIA.PKSAVLFKUDZMEL.MOFkey-v1.pcu
24922,OC1=[N]=C(C(=N[CH]1)O)O.[O-]C(=O)C1=CC=C([C]=C1)C(=O)[O-].[O-]C(=O)c1c(O)cc2c(c1O)c1cc(O)c(c(c1c(c2O)O)C(=O)[O-])O.[Zn][Zn] MOFid-v1.pcu.cat0;24922,Zn.GEJWYFZMHBHYBM.QOAROZGANBOCHI.ZADCZYWRUSOQAZ.MOFkey-v1.pcu
24923,Oc1nccnc1O.[O-]C(=O)c1cc(O)c(c(c1)O)C(=O)[O-].[O-]C(=O)c1cc2c3cccc(c3cc(c2c(c1O)O)O)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;24923,Zn.CIGLZLCKRXOFQU.OTALRBBXSIZRNA.YNIWBQWSPPNHRN.MOFkey-v1.pcu
24924,OC1=[C]c2c(C(=C1)C(=O)[O-])cc(c1=C(C=C([C]=c21)C(=O)[O-])O)O.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccncc1 MOFid-v1.pcu.cat0;24924,Zn.GNTRPWVWVWSAOA.KKEYFWRCBNTPAC.KYQCOXFCLRTKLS.MOFkey-v1.pcu
24925,N#Cc1cc(C#N)c2c(n1)cc(c1c2cncc1)C#N.N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-].N#Cc1cc2c3c(ccc2c(c1C#N)C(=O)[O-])cc(c(c3C#N)C(=O)[O-])C#N.[Zn][Zn] MOFid-v1.pcu.cat0;24925,Zn.PXSURHSPBKWYCZ.VICDQMSTSAXBRT.ZRSHNTOHQUURQF.MOFkey-v1.pcu
24926,N#CC1=C(C(=O)[O-])C23C4c5c1c1cc([C][N]34C2=[N])c(c(c1cc5)C(=O)[O-])C#N.N#Cc1c(ccc(c1C#N)C(=O)[O-])C(=O)[O-].N#Cc1nccnc1C#N.[Zn][Zn] MOFid-v1.pcu.cat0;24926,Zn.DVVGCCHTCMFHOX.KNEPLDVHKJHETE.OTVZGAXESBAAQQ.MOFkey-v1.pcu
24927,N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu,UNKNOWN.cat0;24927,Zn.VICDQMSTSAXBRT.MOFkey-v1.pcu
24928,COC1=NC=C[N]C1=O.[Zn][Zn] MOFid-v1.pcu.cat0;24928,Zn.LYZSAICDIHZHLW.MOFkey-v1.pcu
24929,COc1cc(C(=O)[O-])c(c(c1C(=O)[O-])OC)OC.[Zn][Zn] MOFid-v1.ERROR,UNKNOWN.cat0;24929,Zn.HUNYILZBHFNRCK.MOFkey-v1.ERROR
